doc_id,0,1,2
0,0.07361411344166334,0.44614906103442065,0.27935073557075907
1,0.07234758256596437,0.428685048032525,0.26823794740186335
2,0.08115034889685396,0.17612157565545294,0.6571787016983182
3,0.06387346339015518,0.43181443197023567,0.27947972863195764
4,0.09162099638083028,0.3785928024786414,0.3515009789869695
5,0.10980376614047713,0.32612311358025087,0.44781247348601133
6,0.15477367054028238,0.2899145865391515,0.19571165098903132
7,0.0996418927390367,0.429755359169315,0.422538690211553
8,0.11809639933063769,0.39900686769762045,0.2540167321990153
9,0.08745556864311717,0.39394291036510565,0.42672861723415845
10,0.24883567833537026,0.43280747941395703,0.1952165444056365
11,0.08302592833205863,0.16310608258177842,0.6311035417591252
12,0.09983214321814404,0.24070208938224624,0.1187235043985146
13,0.09217585804583224,0.2726927540473668,0.5499975622870489
14,0.07480258571573593,0.15920422992945266,0.16194663781282426
15,0.2848493027935793,0.35183248916218446,0.1160028604951372
16,0.26599122906401473,0.1511718137624204,0.514446506556657
17,0.10479348873392119,0.47160838466675065,0.20966732687522865
18,0.12475937951294627,0.39824729644006773,0.34895267270931496
19,0.14364871633032236,0.3269371897374997,0.16593461081447494
20,0.20212688950063445,0.3461567948933752,0.33203851780161875
21,0.17178466961105102,0.2055919285013191,0.2592664119530016
22,0.7684256061967722,0.04358528378643412,0.04541826078195594
23,0.18723038964481747,0.22884852195613184,0.24513706418462775
24,0.42218864582739296,0.35459889028051345,0.1232882221403313
25,0.24503295266688283,0.257454970793626,0.28044433962264387
26,0.0947612329853063,0.13907578555677946,0.7116672304640442
27,0.13775408263792566,0.20223690653297674,0.49290754960661315
28,0.11363977584390661,0.3196872292884957,0.46971717649206246
29,0.12455108232649464,0.10745043733280435,0.1172930876098667
30,0.10293627202280746,0.4623399144783779,0.07598001329018073
31,0.11725528305313011,0.13159840372284123,0.11901374739908198
32,0.10898378377576114,0.33259067689478383,0.3001344565385752
33,0.0862140322467873,0.18040099105840665,0.6281661493829447
34,0.06643344903291859,0.17559736887058858,0.09903445391264451
35,0.07351215552723754,0.18428679728994446,0.6660281784531731
36,0.08391789681588284,0.1454984828817179,0.13898293228269062
37,0.08539697951698108,0.5466931891844303,0.1744979125283553
38,0.15575700369691925,0.4796259230727284,0.11876104472380669
39,0.12206617332467398,0.20687981343473666,0.10329548577587352
40,0.22298286409872184,0.15980188992223668,0.229748383523338
41,0.05580104819035751,0.1391482117444569,0.7103300075845754
42,0.17001814814720684,0.352520989068631,0.3448612259314733
43,0.09358853340774906,0.3293981183411302,0.46887363804383586
44,0.14110817715014617,0.29597725705744576,0.1783143283403353
45,0.05390253824298848,0.192333669107353,0.6778538554953879
46,0.05424866999040247,0.679266573515305,0.10807439139826355
47,0.06511775878056587,0.5394157549395884,0.18872788032926813
48,0.17553875448702447,0.5213846407212586,0.13258773558466425
49,0.14528497179489164,0.20678585566828267,0.16674562106508803
50,0.10335178488732356,0.6017393451694645,0.1578947872997183
51,0.07301929951406813,0.6155812254406099,0.21529484281124867
52,0.11557904937310692,0.3387285005223571,0.13308163921102256
53,0.0785570806053929,0.1899421882753036,0.5882998469949939
54,0.11882218396398928,0.1657584963160931,0.09037591102166019
55,0.40614443850488047,0.3689098983597082,0.14894954121994727
56,0.0574947469150036,0.05390669235114091,0.05958565677270174
57,0.0964328780692339,0.269715752099923,0.13327069154353594
58,0.0840833505372877,0.3250669198242872,0.09699773723884351
59,0.13583433425568936,0.25994464775655945,0.16831335581593576
60,0.119190391042829,0.2636105337093432,0.41411156738639593
61,0.05364348231948058,0.1807147030789337,0.666902753395357
62,0.7655056100527056,0.07124350161215764,0.08031849181642023
63,0.4522724859914921,0.3102638925520832,0.15049356304008132
64,0.4612301516432676,0.3054892953802713,0.14819259094019477
65,0.10939321729301088,0.2695165952571189,0.5486457688009023
66,0.23686650221737043,0.3114183807045778,0.34826555520437674
67,0.2728794318301546,0.3897379971013943,0.20132364475127243
68,0.2735670359149386,0.2865988991926255,0.3473581591928133
69,0.3317878235907851,0.22741578470844434,0.12460639648053122
70,0.07746765714383194,0.2156222726855311,0.563083873039776
71,0.06149435567086678,0.5733156194336413,0.28860100385525433
72,0.09816417338277635,0.12482204468967292,0.08669908470190299
73,0.2595670372143543,0.32597848634185383,0.2868432806737268
74,0.1896358771242044,0.1438074316680802,0.5763182413607411
75,0.08193843779574214,0.42544650858777183,0.39817021231276545
76,0.08153121321031481,0.6331535286236961,0.17189318926994998
77,0.21137008117061912,0.5345610435086748,0.1296171794294468
78,0.14124199330736026,0.5459375133510979,0.16525873812121697
79,0.09570441151444829,0.18094113111160998,0.29667717139754884
80,0.08208354235476763,0.5725094124343519,0.23501077008672588
81,0.17325980858243453,0.4573165135046164,0.2341535612571827
82,0.06627051021465569,0.0834458124129903,0.7805896558245613
83,0.2727747700104437,0.3629951779191343,0.11380147189326988
84,0.08139899636385631,0.5506396901831607,0.10327159895805074
85,0.05762968904684456,0.11750498983834377,0.7706533523995143
86,0.054995477565691286,0.33664043874966504,0.13189508922047316
87,0.0499041556359844,0.2182662478780601,0.6688753007971182
88,0.06116785804210462,0.1878132396169735,0.6857474556739472
89,0.06956265227738559,0.1538919148985164,0.6719473720518178
90,0.1351000104718795,0.2836831599361064,0.4740063772498423
91,0.07625960165334449,0.5961119130052569,0.21293417791253216
92,0.17316147238650265,0.23079870879674266,0.24210815413014408
93,0.0934880097881806,0.6057521445218574,0.10676889272075149
94,0.1101521773168516,0.5907196156474155,0.10730411097396168
95,0.06568025291790368,0.20529704430664264,0.6406446749725477
96,0.07374159286203881,0.6345734067363205,0.2235489077479134
97,0.3184868256244565,0.27750419260905584,0.20594413803852532
98,0.06024220723801652,0.2707501215522437,0.5247005950111968
99,0.06605788251111791,0.15982926915813211,0.699798164889992
100,0.46320441943809015,0.2564575812188233,0.12548126277320193
101,0.08558846572659318,0.27737270913591716,0.49518482679039716
102,0.05194372083812538,0.16960709504552204,0.6810517034589133
103,0.08455734573749024,0.13463514953199504,0.6499077986890406
104,0.04603423342866657,0.10884607953301652,0.7625354103818521
105,0.1358561206260708,0.29125230693128573,0.4444428578848135
106,0.21188116363832446,0.5276972725582066,0.15626173224772005
107,0.11565294678104465,0.26785719648430933,0.11122922522772291
108,0.08283071080352206,0.5190522998314553,0.2754573401195696
109,0.19932516667841993,0.5569796556293612,0.11950514151007131
110,0.09955778722366417,0.683698544938661,0.14889977614219801
111,0.05661330380225779,0.1744897657822769,0.6555759984988049
112,0.11905759789463781,0.5657408744240247,0.1782338944089581
113,0.05177486307669985,0.14903133085304943,0.7171646968194885
114,0.1884270262110437,0.48511303857947075,0.12541289328263683
115,0.07604988509914978,0.6140309019553886,0.1830945315399879
116,0.12176603913828496,0.33120050087082675,0.4260483760785532
117,0.05298821662433419,0.31463020313623397,0.1395529344318237
118,0.10401810855899574,0.6365805859415142,0.10275775685672846
119,0.11460553023676368,0.5943802643236,0.21787646075588782
120,0.30709942072845725,0.28821011489592685,0.11137598819456644
121,0.08378058480619596,0.18464914040284972,0.6548297107271102
122,0.09588084231577812,0.5750457580544281,0.1474176607106346
123,0.16798418366375775,0.42197790265365775,0.2949016394410805
124,0.0686539634674244,0.5032650444576041,0.35472785843947485
125,0.0626281637424594,0.2449281085870311,0.5991925160259225
126,0.07354615638210726,0.18789733866342195,0.6474008944550752
127,0.27863430154462016,0.3459334425383235,0.17100868683615889
128,0.0493671294954289,0.3188753671882748,0.13814375305112297
129,0.12061082755966734,0.49024551999545335,0.2604324969269726
130,0.09209141172181147,0.6409867767501335,0.1475897481250362
131,0.127759953397246,0.5410761214591198,0.23267544649965965
132,0.10832344956078331,0.23748148036227695,0.2620216706467467
133,0.054881137746205386,0.5677804347645217,0.3024317715538885
134,0.07328966702609818,0.2008451001699983,0.6570949641430921
135,0.24930631512747772,0.3626833963872501,0.15982796682812547
136,0.12363987357428892,0.45276463287095325,0.09525189000864157
137,0.08081994112573945,0.6331037729227307,0.13716914102115657
138,0.2538787492868471,0.4308576217890884,0.1390590501895703
139,0.07927970846420174,0.2932442083809645,0.12500531995408187
140,0.13131211518107513,0.4940876813998745,0.2531003696030842
141,0.09467876428335337,0.5901367947625891,0.137682274611042
142,0.09447782943582332,0.4950973198047288,0.08581400275371733
143,0.12384911156035941,0.3830140628385242,0.1385541842913638
144,0.1546555554934285,0.3374109898169621,0.14234020327862731
145,0.2744050222442834,0.43426596292599606,0.12452022599801604
146,0.11020651826828302,0.2937024849709276,0.1579027525708789
147,0.13231146624182072,0.47562305646055214,0.12759487728272972
148,0.12810032960210815,0.5892787838994361,0.16308387193836074
149,0.11606546042415337,0.5911719970358663,0.18704037334861362
150,0.19802436412246244,0.593183833437411,0.09681325999154226
151,0.4341025348254412,0.2558067396728066,0.20582327203414716
152,0.2692192230468046,0.42736067869347377,0.09490199432398147
153,0.18621754141351843,0.26163656312661676,0.1269335596758169
154,0.054949232640881154,0.30154710446527827,0.16789420954365858
155,0.10276846979871057,0.48053741769883634,0.3131380902600575
156,0.3040092510494604,0.42139582779959417,0.17477433167631726
157,0.06554496872854683,0.2800219944108858,0.5799233705364174
158,0.038163476815628,0.08602434905444857,0.226325465035289
159,0.07036234012031448,0.16669468518050182,0.14071527063007253
160,0.0815161497563252,0.47386644913637893,0.3749589084181786
161,0.31235244045853305,0.3020539688605984,0.27269789254593424
162,0.09016247455667627,0.5933359892811705,0.15733480678008802
163,0.055956625933361266,0.11582133285490806,0.23747479037743013
164,0.09324336711122773,0.23598874713356147,0.1546368920925919
165,0.07635203321153507,0.2028452052259779,0.6187731906879584
166,0.25822397332726954,0.27449730792609917,0.34906300701866594
167,0.05806163551777705,0.6982292285543324,0.12427079013405914
168,0.10072505563839833,0.2935087300227343,0.11137524421326228
169,0.1037597842533142,0.5066229012796608,0.31473632218892295
170,0.05652406709528543,0.33458726205749256,0.5285076920059514
171,0.08299665812233824,0.42892041158953986,0.08156627473379852
