x1,x2,doc_id,topic_n
0.1134749826967402,-0.021672252388062453,0,1
0.09819351416641163,-0.013938464680229082,1,1
-0.1473662391764882,-0.40207987720902794,2,2
0.10356016346068123,-0.027172854850553114,3,1
0.04364691387654274,-0.0903056276919891,4,1
-0.01073570490846297,-0.1817487394460256,5,2
-0.06110892819699496,0.06313271875245588,6,1
0.0883169823209668,-0.1497812705260248,7,1
0.055642775720885045,0.010760550051129487,8,1
0.05795443720899408,-0.16010669014416654,9,2
0.05809702371337977,0.12430971114778741,10,1
-0.15889233167897196,-0.3789269012729975,11,2
-0.12138722925482083,0.11843488741250127,12,1
-0.056958118951153366,-0.28859697911105187,13,2
-0.21013220771583338,0.06400940478038837,14,2
-0.02849716750251243,0.21736347257952665,15,1
-0.2518226298184213,-0.2222757304250259,16,2
0.1295650997828399,0.05496269412019489,17,1
0.05247586345080094,-0.07638592522251897,18,1
-0.02266893101822986,0.0923299109027644,19,1
-0.01824707304299198,-0.04941206607871387,20,1
-0.14355493648766451,-0.004178243433308171,21,2
-0.5585415823132678,0.4864926383257695,22,0
-0.12440807789178919,0.01545819619118967,23,2
-0.07584386683028103,0.32031140373791,24,0
-0.11551786233540663,-0.003503893379061271,25,2
-0.19081050504657474,-0.4524066663819505,26,2
-0.13438726712258522,-0.23136867751403814,27,2
-0.017761304000324753,-0.20213133278019696,28,2
-0.2652129184213423,0.10737536893861478,29,0
0.12617283156605516,0.1880510342423064,30,1
-0.24032798734347066,0.10743684279536535,31,1
-0.0052945446704152094,-0.04198555958375949,32,1
-0.1434478477429073,-0.3734209771566037,33,2
-0.20959837735672943,0.12011481709565415,34,1
-0.13694492722619503,-0.41202135569526993,35,2
-0.22743794683799776,0.08444711404227331,36,1
0.20771010511518334,0.08834151191532945,37,1
0.12639773805852483,0.15706605275986774,38,1
-0.160940112232326,0.1313532517427826,39,1
-0.2062726515636944,0.02859093704552533,40,2
-0.175815521696804,-0.4632629331030682,41,2
-0.0019494610298104265,-0.06723058089030927,42,1
-0.0037390128302454482,-0.20538239558296684,43,2
-0.05406746633245208,0.07757926170171262,44,1
-0.1244881367405341,-0.42776217768602126,45,2
0.3451033465456391,0.15658014960067845,46,1
0.20765172946636437,0.0677945928241876,47,1
0.1597698002328161,0.15784789827089507,48,1
-0.14945966069223962,0.07987092637127723,49,1
0.2537159491502491,0.11627094256978507,50,1
0.27354379059684675,0.05529628787700035,51,1
-0.009081223091059593,0.11988597614634347,52,1
-0.1313772157097507,-0.33755977099345913,53,2
-0.21067825286147554,0.1368379914866525,54,1
-0.05933349888105551,0.29784683919716376,55,0
-0.34718657230115124,0.13552091454044304,56,2
-0.08603689374469416,0.10875676597077977,57,1
-0.022637838339196827,0.15338684681817466,58,1
-0.09188492117970816,0.08208199685772857,59,1
-0.07092379688941422,-0.1555026460023019,60,2
-0.13431576451993155,-0.4192220994272307,61,2
-0.5459291103100536,0.46514958716348653,62,0
-0.13628070157618716,0.32117883172216827,63,0
-0.14469391666671244,0.3282302750862906,64,0
-0.0641820338140585,-0.2834293236562111,65,2
-0.06533038210125482,-0.0624491782648311,66,2
0.010280193783855415,0.13091396560751598,67,1
-0.1100067405811333,-0.05869503896037346,68,2
-0.16560250619096883,0.22701593923137814,69,0
-0.10616788047159086,-0.31147376994235276,70,2
0.23496733575373652,-0.020279975887341914,71,1
-0.25856106429689185,0.1310001101640091,72,1
-0.05770140971924595,0.0017946745878888303,73,1
-0.21904359003272994,-0.29990209281772773,74,2
0.08886156025901276,-0.13135911561567581,75,1
0.289072381642188,0.10005341210460734,76,1
0.16107888297900474,0.18584467559599643,77,1
0.1904789645973431,0.11622055750770886,78,1
-0.16146146252813645,-0.06146106483269299,79,2
0.2295832858189401,0.03516923884426478,80,1
0.09717457344727694,0.051421376644041415,81,1
-0.23362013024086442,-0.5312643873541091,82,2
-0.01445921975845976,0.21239248383052595,83,1
0.2176623703297979,0.15852669144708773,84,1
-0.1991492903384975,-0.520925915693916,85,2
-0.005825835024693546,0.11299940445605478,86,1
-0.09923834800772886,-0.4176112630666037,87,2
-0.1311230985388045,-0.43349027010093544,88,2
-0.16513364355251808,-0.4217363945110497,89,2
-0.05715498883670806,-0.20484079414441936,90,2
0.2545594898270469,0.05610428052137207,91,1
-0.1197099785804648,0.015716915040796944,92,2
0.2639520511170501,0.16105432025047292,93,1
0.24438594293645996,0.16420388062802746,94,1
-0.11477079375540027,-0.38812300989614085,95,2
0.29084736396808636,0.05016787380080406,96,1
-0.12394470723198812,0.1556964289075157,97,0
-0.048842899424661496,-0.2746633530873396,98,2
-0.15934743512122973,-0.4480859398072603,99,2
